,logFC,AveExpr,t,P.Value,adj.P.Val,B,adj p val log,,GranPos,LFC,adjPV,,mtorcPos,LFC,adjPV,,riboPos,LFC,adjPV
GCOM2,-0.485379436,18.97585966,-1.778936105,0.118757787,0.245791579,-5.639367439,0.609433001,,,,,,,,,,,,
USP24,-0.485764219,24.36564879,-1.721443122,0.129125815,0.259412175,-5.718526889,0.586009645,,,,,,,,,,,,
CAPZA1,-0.486052932,29.14344922,-1.547799972,0.165874033,0.308300665,-5.950874323,0.511025539,,,,,,,,,,,,
ZNF333,-0.486129073,15.88017581,-0.924495176,0.386182808,0.545070916,-6.661507889,0.263546991,,,,,,,,,,,,
GNB1,-0.486313677,25.23880049,-1.997012922,0.086264502,0.198787489,-5.331224635,0.701610953,,,,,,,,,,,,
GTPBP1,-0.486977884,23.72498096,-1.411139644,0.201337299,0.350155409,-6.125228351,0.45573916,,,,,,,,,,,,
HIST3H2A,-0.487400017,27.60875901,-0.877495403,0.409505447,0.562706271,-6.704567361,0.249718245,,,,,,,,,,,,
FAM18B1,-0.488869367,19.86372375,-2.119754396,0.072004237,0.176153222,-5.153527507,0.75410941,,,,,,,,,,,,
MRPL1,-0.489294772,22.49788796,-1.201312774,0.268938826,0.425656069,-6.374715446,0.37094117,,,,,,,,,,,,
CACYBP,-0.489520782,21.90175815,-1.56718333,0.161334873,0.303119545,-5.925494917,0.518386059,,,,,,,,,,,,
SUGT1,-0.489744665,24.17175676,-2.306728914,0.054685736,0.14746052,-4.878929183,0.831324238,,,,,,,,,,,,
LRRC4B,-0.48977848,22.29837874,-1.938744698,0.093979305,0.209187688,-5.414625308,0.67946388,,,,,,,,,,,,
KCTD5,-0.489920986,16.93271588,-2.045485726,0.080325383,0.189312932,-5.261349673,0.722819719,,,,,,,,,,,,
IRGQ,-0.490026047,24.08396221,-1.655341725,0.142108068,0.277231496,-5.808243867,0.557157432,,,,,,,,,,,,
CDK3,-0.490776275,19.79378499,-1.781084133,0.118386279,0.245142139,-5.636390948,0.610582029,,,,,,,,,,,,
ABI1,-0.49124857,22.27520045,-2.450018521,0.044326446,0.128712539,-4.666495438,0.890379144,,,,,,,,,,,,
SLC4A8,-0.49136141,25.86697733,-1.345779226,0.220592099,0.372803281,-6.205498714,0.428520275,,,,,,,,,,,,
GPSM1,-0.491390618,24.15181486,-1.729886853,0.127550811,0.257784271,-5.706964166,0.588743586,,,,,,,,,,,,
STK4,-0.491401618,22.69203368,-2.528661386,0.039520588,0.119632171,-4.549519749,0.922152018,,,,,,,,,,,,
STK32C,-0.493496116,22.25172689,-2.533966261,0.039216443,0.119050919,-4.541623797,0.924267249,,,,,,,,,,,,
BAIAP2,-0.493532846,24.42434326,-2.070681837,0.077400242,0.184931421,-5.224867748,0.732989293,,,,,,,,,,,,
AP1S2,-0.493533529,19.86421366,-2.156764645,0.068184834,0.170117433,-5.09949424,0.76925118,,,,,,,,,,,,
GPHN,-0.494596416,30.64311321,-2.156577454,0.068203631,0.170117433,-5.099767989,0.76925118,,,,,,,,,,,,
TECPR1,-0.494747426,23.58225385,-2.211532949,0.062902889,0.161321599,-5.019216588,0.792307482,,,,,,,,,,,,
CNKSR2,-0.495180081,22.01378046,-1.754535322,0.12305712,0.251620519,-5.673085072,0.599253946,,,,,,,,,,,,
RADIL,-0.495331369,22.05704105,-1.811764493,0.113200326,0.237530526,-5.59373585,0.62428057,,,,,,,,,,,,
PSMD2,-0.495513591,25.49693155,-2.389864973,0.048405922,0.135463327,-4.755817788,0.868178261,,,,,,,,,,,,
POLR2I,-0.496111334,18.87461323,-1.53238962,0.169566421,0.311348288,-5.970942663,0.506753518,,,,,,,,,,,,
TUBA1A,-0.496389159,33.54391496,-1.373128037,0.212345443,0.363974908,-6.17217443,0.438928555,,,,,,,,,,,,
DVL2,-0.496406389,20.29670699,-1.113406104,0.302530827,0.459695321,-6.471526927,0.337529917,,,,,,,,,,,,
PSMD11,-0.497362024,25.09622239,-2.206254822,0.063393449,0.162355057,-5.026968329,0.78953418,,,,,,,,,,,,
SARS,-0.497880511,23.84300226,-2.374285453,0.049523958,0.137920164,-4.77892225,0.860372236,,,,,,,,,,,,
MORF4L2,-0.499891587,16.46675822,-1.843987351,0.107989517,0.230583952,-5.548661321,0.637170922,,,,,,,,,,,,
PPM1L,-0.49998736,21.61075561,-1.89011809,0.10093202,0.219937551,-5.483672318,0.657700614,,,,,,,,,,,,
VCL,-0.50252601,23.72196575,-2.198045329,0.064164136,0.163666718,-5.039019039,0.786039625,,,,,,,,,,,,
UBA6,-0.503513255,22.21757426,-2.415868173,0.046597116,0.132284728,-4.717226094,0.87849029,,,,,,,,,,,,
JMJD7,-0.503524002,15.27491026,-1.118699466,0.300414742,0.457881533,-6.465839503,0.339246872,,,,,,,,,,,,
PRPF4B,-0.504428657,19.32563603,-0.779478673,0.461394943,0.608639605,-6.7884867,0.215639791,,,,,,,,,,,,
PLEKHA1,-0.504905808,20.08571154,-1.824800182,0.11106371,0.234904171,-5.575534107,0.629109271,,,,,,,,,,,,
PRKAB1,-0.505018576,22.80454923,-1.857315159,0.105902749,0.22692683,-5.529939169,0.644114154,,,,,,,,,,,,
CPT1C,-0.505702077,23.1052106,-2.075774108,0.07682205,0.183913893,-5.217481968,0.735385464,,,,,,,,,,,,
PFDN4,-0.505976284,21.43723648,-1.741879716,0.125345183,0.254609052,-5.690503245,0.594126161,,,,,,,,,,,,
VAV2,-0.507047604,23.51382937,-2.350214117,0.051303581,0.141026737,-4.814591612,0.850698541,,,,,,,,,,,,
PMVK,-0.507430984,20.16776269,-2.001237993,0.085730001,0.197770404,-5.32515115,0.7038387,,,,,,,,,,,,
GABRA3,-0.508033945,21.91872831,-1.435746682,0.194485523,0.341737699,-6.094461028,0.46630711,,,,,,,,,,,,
ASNS,-0.508875927,23.47629446,-2.359463943,0.050612123,0.139874305,-4.800889337,0.854262059,,,,,,,,,,,,
PIK3R2,-0.511133468,20.04774661,-1.231205592,0.258252271,0.414198412,-6.340691447,0.382791571,,,,,,,,,,,,
MINK1,-0.511434823,23.11444984,-2.132399332,0.070675778,0.174207793,-5.135087446,0.758932421,,,,,,,,,,,,
TBC1D10B,-0.511607113,23.51089151,-2.605702704,0.035333718,0.112364926,-4.434817878,0.949369229,,,,,,,,,,,,
TCEB2,-0.511773798,22.76447125,-2.635717882,0.033829723,0.109635153,-4.390124818,0.960050174,,,,,,,,,,,,
EIF4H,-0.511805228,21.79655912,-1.984612731,0.087852272,0.200596021,-5.349030073,0.697677685,,,,,,,,,,,,
PDS5A,-0.512127316,20.9002701,-1.579238143,0.158570076,0.299309828,-5.909635628,0.523879023,,,,,,,,,,,,
HECTD3,-0.51302928,23.33563954,-2.084334305,0.075859773,0.182356115,-5.205057099,0.739079669,,,,,,,,,,,,
GRM2,-0.513125211,23.95501425,-2.144814112,0.069395379,0.172046604,-5.116961625,0.764353896,,,,,,,,,,,,
PPIP5K2,-0.513717167,24.34997625,-1.783950049,0.117892346,0.244607612,-5.632417637,0.611530032,,,,,,,,,,,,
TUBB,-0.514271354,31.28309282,-2.029625888,0.082222635,0.192290491,-5.284258357,0.716042192,,,,,,,,,,,,
USP11,-0.514728517,20.96778047,-1.494899752,0.178865922,0.324029399,-6.019347623,0.489415585,,,,,,,,,,,,
SLC25A10,-0.514907607,22.26206309,-1.95248061,0.092101722,0.206960853,-5.395027185,0.684111795,,,,,,,,,,,,
IPO9,-0.515491262,24.06950959,-1.5402202,0.16768084,0.309649454,-5.960757404,0.509129682,,,,,,,,,,,,
PCDHGB6,-0.515553331,24.5765983,-2.029691356,0.082214713,0.192290491,-5.284163882,0.716042192,,,,,,,,,,,,
LANCL2,-0.515614578,23.55479063,-1.759035745,0.122253123,0.250770348,-5.66687945,0.600723817,,,,,,,,,,,,
SLTM,-0.515725338,19.83358301,-0.699233438,0.507110767,0.64975395,-6.850954689,0.187251072,,,,,,,,,,,,
UBE2G1,-0.516133403,16.47923116,-1.185451704,0.274758814,0.431966163,-6.392546656,0.364550271,,,,,,,,,,,,
ARRB2,-0.516378027,23.23704464,-1.981931711,0.08819933,0.201064173,-5.352875837,0.696665309,,,,,,,,,,,,
SLC25A42,-0.51741939,16.85593928,-1.228735611,0.259121426,0.415151855,-6.34352318,0.381793018,,,,,,,,,,,,
PRKAR1B,-0.51964671,17.6980475,-2.548026661,0.038421984,0.117736664,-4.520693683,0.929088274,,,,,,,,,,,,
GPX1,-0.519813408,18.8057024,-0.559234791,0.59354483,0.720018536,-6.945580572,0.142656323,,,,,,,,,,,,
MAPK8,-0.520205497,23.96418944,-2.573171719,0.037042516,0.115841305,-4.483257067,0.936136559,,,,,,,,,,,,
PFN2,-0.520409827,26.32621343,-2.064174125,0.078145455,0.186242283,-5.2343004,0.729921714,,,,,,,,,,,,
TJP2,-0.520430228,21.26567279,-1.623475045,0.148796728,0.286075013,-5.850959133,0.543520073,,,,,,,,,,,,
FDFT1,-0.520728134,23.65083646,-2.457738106,0.043829125,0.128285524,-4.655021418,0.891822346,,,,,,,,,,,,
ANXA5,-0.522373671,21.45342991,-2.460836835,0.043631114,0.12797054,-4.650415009,0.892889998,,,,,,,,,,,,
NAGK,-0.524101223,23.63181844,-2.609741385,0.035127362,0.112169855,-4.428804074,0.95012384,,,,,,,,,,,,
ERBB2IP,-0.524820485,21.84507618,-0.821608337,0.438554619,0.590345949,-6.75341469,0.228893413,,,,,,,,,,,,
PDCD2L,-0.525890375,19.51857135,-1.63035796,0.147327552,0.284667931,-5.841763921,0.545661455,,,,,,,,,,,,
EPB41L3,-0.526993529,28.48032862,-1.833329721,0.109686795,0.232919909,-5.563599838,0.632793389,,,,,,,,,,,,
ZNF579,-0.527470732,20.97525581,-2.111141597,0.072923357,0.177787311,-5.166074552,0.750099238,,,,,,,,,,,,
BRCC3,-0.527892011,21.00534163,-2.798964615,0.026741596,0.09535815,-4.147301573,1.020642185,,,,,,,,,,,,
NAP1L4,-0.527936135,24.74851515,-1.427739625,0.19669177,0.344141764,-6.104504386,0.463262619,,,,,,,,,,,,
TRIM9,-0.527991509,23.9752655,-2.541517615,0.038787675,0.118280529,-4.53038332,0.92708674,,,,,,,,,,,,
EPB41L4A,-0.528031589,23.21245355,-1.92256154,0.096239567,0.212690594,-5.437663165,0.672251715,,,,,,,,,,,,
C11orf54,-0.529189559,18.31708059,-0.788343187,0.456522151,0.605491251,-6.781234812,0.217892128,,,,,,,,,,,,
GNAQ,-0.530599775,24.41522917,-2.156063544,0.068255264,0.170117433,-5.100519511,0.76925118,,,,,,,,,,,,
CDC42BPB,-0.530960499,24.7481981,-2.522287107,0.039889274,0.120285975,-4.559006769,0.919785006,,,,,,,,,,,,
BOLA2B,-0.532728368,21.79382507,-1.982103996,0.088176987,0.201064173,-5.352628747,0.696665309,,,,,,,,,,,,
HPS3,-0.533562191,16.24501376,-1.974765593,0.089133625,0.202340869,-5.363148269,0.693916389,,,,,,,,,,,,
AMOTL1,-0.534590702,19.65962925,-2.339803604,0.052093353,0.142643758,-4.830006521,0.845747229,,,,,,,,,,,,
USP5,-0.534633983,26.09302244,-2.671894758,0.032105173,0.106143601,-4.336265654,0.974106184,,,,,,,,,,,,
UNC13B,-0.536213365,25.02164218,-2.452651687,0.04415616,0.128577729,-4.662581874,0.890834249,,,,,,,,,,,,
MEX3C,-0.536301316,19.78183491,-2.546049881,0.038532664,0.117930519,-4.523636463,0.928373789,,,,,,,,,,,,
PPP3R1,-0.536803199,18.54145815,-2.008714232,0.084792204,0.196353594,-5.314395943,0.706961144,,,,,,,,,,,,
LRRC8D,-0.537836367,20.15405213,-2.250278922,0.059417197,0.15548049,-4.962221751,0.8083241,,,,,,,,,,,,
MAPK8IP3,-0.53838108,25.87350462,-2.869865073,0.024166069,0.090029205,-4.042116175,1.045616583,,,,,,,,,,,,
PCMT1,-0.538755698,24.5601702,-2.48687359,0.042003319,0.125223977,-4.611697601,0.902312508,,,,,,,,,,,,
XPO7,-0.539842161,22.52709068,-1.817287699,0.112290249,0.236204402,-5.586029364,0.626712014,,,,,,,,,,,,
NCKAP1,-0.54016781,25.32242787,-2.53189135,0.039335115,0.119155658,-4.54471222,0.923885331,,,,,,,,,,,,
AGTPBP1,-0.540259413,23.00344407,-2.330345001,0.052821663,0.143895831,-4.84400546,0.841951787,,,,,,,,,,,,
CCT5,-0.540463019,24.86985803,-2.608919115,0.035169274,0.112219314,-4.430028475,0.94993239,,,,,,,,,,,,
HBS1L,-0.541275503,22.63670315,-1.2843133,0.240157372,0.393895889,-6.278942014,0.404618552,,,,,,,,,,,,
WARS,-0.542763985,20.97769972,-1.81941692,0.111941297,0.23566438,-5.583056284,0.627706054,,,,,,,,,,,,
SRCAP,-0.542872191,17.85295418,-0.964367832,0.367188535,0.529533701,-6.623610226,0.276106395,,,,,,,,,,,,
PRKD2,-0.543254905,18.04743151,-1.727612428,0.127973251,0.258195912,-5.710080926,0.588050638,,,,,,,,,,,,
FAM13B,-0.543626068,17.42696905,-2.92448115,0.02236102,0.085966543,-3.961262428,1.065670539,,,,,,,,,,,,
MAP3K7,-0.543989212,21.51398307,-1.726541838,0.128172557,0.258352562,-5.711547451,0.587787227,,,,,,,,,,,,
EXOC1,-0.544256023,22.51754069,-2.45150183,0.044230438,0.128577729,-4.66429089,0.890834249,,,,,,,,,,,,
PSMC2,-0.544442996,25.38701868,-2.717928483,0.030042483,0.102309156,-4.267760705,0.990085499,,,,,,,,,,,,
AMPH,-0.544886183,21.61096681,-1.937775062,0.094113255,0.20937611,-5.416007251,0.679072872,,,,,,,,,,,,
TPD52L2,-0.544906518,20.629576,-1.76197287,0.121731119,0.250117107,-5.662826212,0.601856603,,,,,,,,,,,,
VANGL1,-0.546296907,22.13281836,-0.933606867,0.381778296,0.541915917,-6.652956582,0.266068092,,,,,,,,,,,,
PDIA5,-0.546532129,18.54659403,-1.568434775,0.16104579,0.302848734,-5.923851184,0.518774237,,,,,,,,,,,,
CXorf23,-0.547040407,18.6004829,-0.974231503,0.362601441,0.525969365,-6.614046307,0.279039551,,,,,,,,,,,,
PSMD13,-0.54819243,24.16508238,-2.45871838,0.043766385,0.12819252,-4.65356423,0.892137316,,,,,,,,,,,,
CLIP3,-0.548456513,22.63064502,-1.950725645,0.092339544,0.207166426,-5.397533347,0.683680626,,,,,,,,,,,,
EEFSEC,-0.548798295,18.88328079,-1.530617716,0.169995783,0.311597794,-5.973243852,0.506405625,,,,,,,,,,,,
GATAD2A,-0.549066453,21.29089743,-2.111974158,0.072834,0.177671452,-5.164862153,0.750382349,,,,,,,,,,,,
TMEM115,-0.549089415,20.36562057,-1.433084231,0.19521665,0.342597155,-6.097803945,0.465216248,,,,,,,,,,,,
YBX2,-0.550208547,20.71552395,-1.460542745,0.1877938,0.334677023,-6.063168556,0.475374102,,,,,,,,,,,,
PSMD14,-0.551014107,22.59726534,-1.970907708,0.089640631,0.203258816,-5.368674219,0.691950609,,,,,,,,,,,,
KEAP1,-0.551223423,20.45247311,-0.755263045,0.474887114,0.619805032,-6.807945178,0.207744902,,,,,,,,,,,,
IST1,-0.552352157,24.04651764,-1.947557311,0.092770426,0.207827509,-5.402056227,0.682296968,,,,,,,,,,,,
ARFGAP1,-0.55384251,24.26572559,-2.552725406,0.038160221,0.117184713,-4.513698586,0.931129039,,,,,,,,,,,,
GSK3B,-0.553912613,24.76661557,-2.660724397,0.032627658,0.10691224,-4.352894216,0.970972572,,,,,,,,,,,,
HSPA1B,-0.554579631,26.98022832,-2.537694845,0.039004123,0.118660824,-4.536073769,0.925692639,,,,,,,,,,,,
YWHAQ,-0.554685014,26.98656935,-2.048119829,0.080014508,0.188894728,-5.257540661,0.723780164,,,,,,,,,,,,
RNF220,-0.555050574,20.97407785,-2.320629381,0.053580575,0.145403644,-4.858378098,0.83742471,,,,,,,,,,,,
SLC25A3,-0.555564922,27.09135035,-2.145787403,0.069295987,0.171904238,-5.115539726,0.764713416,,,,,,,,,,,,
ATIC,-0.555909306,23.40428372,-2.464249103,0.043414133,0.12751025,-4.64534212,0.894454901,,,,,,,,,,,,
PHGDH,-0.557559254,27.13955982,-2.725290448,0.029725683,0.10168676,-4.256809214,0.992735591,,,,,,,,,,,,
RDH11,-0.557810442,21.32827049,-2.597383383,0.035762772,0.113262113,-4.447205773,0.94591534,,,,,,,,,,,,
MTHFD2,-0.558247146,21.76283971,-1.646203899,0.143996648,0.280279893,-5.820529574,0.552408057,,,,,,,,,,,,
ARHGEF7,-0.558446553,25.17142572,-2.265990698,0.058060025,0.153251042,-4.939067394,0.814596563,,,,,,,,,,,,
DIRAS1,-0.559405434,20.68465517,-1.589454737,0.156261315,0.296136459,-5.896150271,0.528508121,,,,,,,,,,,,
PITPNA,-0.559638748,22.04506029,-1.800592321,0.115062969,0.240377855,-5.609298894,0.619105544,,,,,,,,,,,,
USP48,-0.560034531,20.02956406,-1.401162,0.204176515,0.353789334,-6.137620502,0.451255264,,,,,,,,,,,,
RAB10,-0.560096829,23.45870594,-2.276348717,0.057182537,0.151832265,-4.923790364,0.81863593,,,,,,,,,,,,
PPIL2,-0.560425315,17.64426161,-1.247655201,0.252526893,0.407013934,-6.321740395,0.390390723,,,,,,,,,,,,
LSM3,-0.5604362,20.05323823,-2.574562666,0.036967723,0.115841305,-4.481186022,0.936136559,,,,,,,,,,,,
H2AFY,-0.560835127,21.5567339,-1.254626262,0.25013346,0.404538007,-6.313661316,0.39304067,,,,,,,,,,,,
CDC16,-0.560919516,23.61742464,-2.557559078,0.037892868,0.116785931,-4.506502344,0.932609474,,,,,,,,,,,,
TRAPPC5,-0.561248333,19.99944222,-2.862321383,0.024427229,0.0906841,-4.053296503,1.042468854,,,,,,,,,,,,
PCDH17,-0.561713841,18.81472522,-1.628468592,0.147729486,0.284926034,-5.844289734,0.545267867,,,,,,,,,,,,
RPL36AL,-0.562021817,20.30217906,-0.433246239,0.677955619,0.784979384,-7.014150346,0.105141749,,,,,,,,,,,,
HSP90AB1,-0.562244721,27.67589758,-2.446533757,0.044552844,0.129000156,-4.67167429,0.889409764,,,,,,,,,,,,
NCK1,-0.563101826,23.3319695,-1.685450479,0.136048848,0.269370376,-5.767558692,0.569650167,,,,,,,,,,,,
KPNB1,-0.563104089,25.26554083,-2.760211644,0.028269921,0.098696087,-4.204881284,1.005700067,,,,,,,,,,,,
PIK3R1,-0.563251647,20.06721571,-1.443717098,0.192311485,0.339715565,-6.084433604,0.468884554,,,,,,,,,,,,
CDK14,-0.563360551,21.08892195,-1.697201689,0.133750802,0.266201562,-5.751596718,0.574789401,,,,,,,,,,,,
MAPRE3,-0.563641318,22.66394551,-1.70497867,0.1322502,0.264313695,-5.741008104,0.577880334,,,,,,,,,,,,
GSTO1,-0.564062976,19.23137103,-2.619816207,0.034618038,0.111053003,-4.413802259,0.954469694,,,,,,,,,,,,
LGALS1,-0.564321361,18.11166532,-1.751019919,0.123688655,0.252036431,-5.67792824,0.598536678,,,,,,,,,,,,
SMYD3,-0.564760887,19.04592922,-2.86232025,0.024427269,0.0906841,-4.053298182,1.042468854,,,,,,,,,,,,
HCFC1,-0.565093297,22.96113686,-2.060665182,0.078550229,0.186578759,-5.239383606,0.729137801,,,,,,,,,,,,
ALS2,-0.565114253,23.66330299,-2.274023852,0.057378312,0.152113414,-4.927220144,0.817832485,,,,,,,,,,,,
CAPN1,-0.565578514,22.69315092,-1.335066497,0.223898381,0.375255101,-6.218445695,0.425673396,,,,,,,,,,,,
TXN,-0.567765944,23.72113168,-1.489641453,0.180206847,0.324846553,-6.0260884,0.488321738,,,,,,,,,,,,
BABAM1,-0.567807197,20.76644653,-2.17520997,0.066357872,0.167877787,-5.072497924,0.775006764,,,,,,,,,,,,
TMED8,-0.568328996,21.94629177,-1.828655247,0.110439335,0.234049829,-5.570142591,0.630691671,,,,,,,,,,,,
KCTD12,-0.56868849,24.26896184,-2.080576271,0.076280737,0.183134138,-5.210513189,0.737230691,,,,,,,,,,,,
TRIOBP,-0.569290332,25.05232888,-1.825254798,0.110989902,0.234871061,-5.574898507,0.629170491,,,,,,,,,,,,
TAF7,-0.569464543,18.20842974,-1.922365584,0.096267259,0.212690594,-5.437941771,0.672251715,,,,,,,,,,,,
PPIL3,-0.569563761,18.71614365,-2.146073983,0.069266748,0.171904238,-5.115121032,0.764713416,,,,,,,,,,,,
GAB2,-0.570337038,21.303827,-1.97890015,0.088593392,0.201552206,-5.357222733,0.695612443,,,,,,,,,,,,
PSMC6,-0.570374028,25.0867911,-2.57091903,0.037163978,0.115841305,-4.48661117,0.936136559,,,,,,,,,,,,
ZNF577,-0.570666528,18.17889564,-1.508891529,0.175342029,0.319467008,-6.001352458,0.495573986,,,,,,,,,,,,
PSMD6,-0.571665008,24.18752352,-2.171399037,0.066731259,0.168460941,-5.078079033,0.773500776,,,,,,,,,,,,
PARD6B,-0.572455474,19.84189944,-2.091726365,0.07503848,0.181175908,-5.194318577,0.741899552,,,,,,,,,,,,
SMARCE1,-0.572532266,21.13565571,-2.469242044,0.04309864,0.12687854,-4.637918592,0.896611828,,,,,,,,,,,,
PLEKHA5,-0.572573421,25.82155269,-2.822909113,0.025840897,0.093630441,-4.111753231,1.028582932,,,,,,,,,,,,
PACS2,-0.573934976,22.74555823,-2.226824316,0.061503198,0.159076784,-4.99674178,0.798393197,,,,,,,,,,,,
DENND1B,-0.574799875,17.00936213,-0.661730545,0.529451246,0.667234255,-6.878133603,0.175721666,,,,,,,,,,,,
SGIP1,-0.574851447,21.78446809,-1.579239931,0.158569669,0.299309828,-5.909633272,0.523879023,,,,,,,,,,,,
CDH8,-0.57610648,19.59052634,-1.989712611,0.087195804,0.199745416,-5.341710737,0.69952318,,,,,,,,,,,,
CPSF1,-0.577404409,18.45477795,-2.137992009,0.070096073,0.173180931,-5.126924611,0.76149993,,,,,,,,,,,,
AHCY,-0.57785833,25.68348011,-2.434029334,0.04537507,0.13028951,-4.690253674,0.885090548,,,,,,,,,,,,
PICK1,-0.578034719,21.37033238,-0.688510443,0.513435953,0.653254192,-6.858859292,0.184917794,,,,,,,,,,,,
FNTB,-0.578163576,19.62581347,-1.988664076,0.087330378,0.199745416,-5.343216004,0.69952318,,,,,,,,,,,,
RABGGTA,-0.578480811,18.44527496,-1.88269084,0.102037234,0.221436961,-5.494170831,0.654749888,,,,,,,,,,,,
URI1,-0.578873776,21.61856603,-2.214502618,0.062628567,0.161026882,-5.014853825,0.793101616,,,,,,,,,,,,
PPP1R14B,-0.580017171,19.87207927,-0.87375473,0.411405143,0.564353243,-6.707917716,0.248448975,,,,,,,,,,,,
UPF2,-0.580890201,21.69288325,-1.369361349,0.213464828,0.365411175,-6.176786975,0.437218176,,,,,,,,,,,,
PITPNM1,-0.581483448,27.0376346,-1.452239284,0.190011171,0.336942566,-6.073679207,0.472444122,,,,,,,,,,,,
EIF5A,-0.582286347,24.84402919,-2.821789241,0.025882302,0.093630441,-4.113415273,1.028582932,,,,,,,,,,,,
SH3GL1,-0.583274265,22.99176284,-2.476552381,0.042640971,0.126413493,-4.627048083,0.898206567,,,,,,,,,,,,
COPS4,-0.583956835,24.07156151,-2.600662344,0.035593022,0.112977254,-4.442323238,0.947008984,,,,,,,,,,,,
DVL3,-0.584356034,21.24699317,-2.138880964,0.070004368,0.173155825,-5.125626738,0.761562893,,,,,,,,,,,,
DCTN3,-0.584708921,23.25615503,-2.937868025,0.021940709,0.085124113,-3.941470819,1.069947402,,,,,,,,,,,,
NAPB,-0.584739886,20.54805015,-2.062874809,0.078295095,0.186292131,-5.236182881,0.729805491,,,,,,,,,,,,
PPIA,-0.585062752,25.32072701,-2.444107981,0.044711144,0.129000156,-4.67527906,0.889409764,,,,,,,,,,,,
HINT1,-0.585522383,20.88653511,-2.773452563,0.027737668,0.097428386,-4.185201781,1.01131449,,,,,,,,,,,,
OGT,-0.587963514,24.80500583,-2.19218243,0.064720305,0.164591098,-5.047620478,0.783593657,,,,,,,,,,,,
AKAP17A,-0.5894397,19.54163651,-1.324024212,0.227351732,0.379098079,-6.231727097,0.421248416,,,,,,,,,,,,
KLHL20,-0.589693107,17.18092819,-1.552084609,0.164860642,0.3070891,-5.945277316,0.512735599,,,,,,,,,,,,
EPC1,-0.590110341,21.41443668,-0.94171077,0.377892801,0.538553622,-6.64529647,0.268771049,,,,,,,,,,,,
OLA1,-0.590390413,21.96613686,-3.231811782,0.01454543,0.068867827,-3.51027881,1.161983621,,,,,,,,,,,,
NOL3,-0.590942359,18.05364904,-1.459951876,0.187950811,0.334686412,-6.063917533,0.475361919,,,,,,,,,,,,
PFAS,-0.591678565,23.26850083,-2.99065892,0.020363025,0.081337033,-3.863534794,1.089711674,,,,,,,,,,,,
EEF2,-0.592186776,27.18743014,-3.007888314,0.019874521,0.080541117,-3.838139828,1.093982353,,,,,,,,,,,,
ANAPC2,-0.592638133,17.40673871,-3.177619846,0.015677444,0.070961518,-3.589217316,1.148977106,,,,,,,,,,,,
SHANK1,-0.593052688,23.12169035,-3.131699911,0.016710455,0.073523593,-3.656321092,1.13357328,,,,,,,,,,,,
TMEM120B,-0.593138007,18.45630615,-1.219627441,0.262347962,0.418554393,-6.353933767,0.378248096,,,,,,,,,,,,
UCKL1,-0.595003754,21.50696295,-1.879774557,0.102474404,0.221976204,-5.498289443,0.653693581,,,,,,,,,,,,
CCM2,-0.595131208,21.1282794,-2.021229366,0.083244987,0.193933877,-5.296368794,0.71234632,,,,,,,,,,,,
KIF21B,-0.595544498,28.11667983,-3.068153814,0.01826144,0.076940807,-3.749485596,1.113843262,,,,,,,,,,,,
CARS,-0.596643025,25.24561015,-2.67862487,0.0317946,0.106017648,-4.326247851,0.974621836,,,,,,,,,,,,
GSTA4,-0.596812706,19.54597269,-3.078237259,0.018005429,0.076316423,-3.734679895,1.117381995,,,,,,,,,,,,
HSPA4L,-0.597040254,18.08588027,-0.954980743,0.371595072,0.532363451,-6.632643064,0.273791768,,,,,,,,,,,,
SH3GLB2,-0.597254556,23.12980745,-2.103311924,0.073769075,0.179275521,-5.177471399,0.746479006,,,,,,,,,,,,
TPPP,-0.598425997,21.76014081,-2.831615103,0.025521373,0.093197999,-4.098834236,1.030593412,,,,,,,,,,,,
VBP1,-0.59900571,21.95161487,-2.902833731,0.023058808,0.087909117,-3.993289306,1.055966084,,,,,,,,,,,,
KCTD7,-0.600112545,19.09657266,-2.759917187,0.028281878,0.098696087,-4.20531899,1.005700067,,,,,,,,,,,,
BIN1,-0.600882994,22.85040325,-2.235104485,0.060758449,0.157972865,-4.984561542,0.801417505,,,,,,,,,,,,
ZNF250,-0.601318513,18.99204165,-2.577871865,0.036790414,0.115505977,-4.476258752,0.937395542,,,,,,,,,,,,
CDKN1B,-0.601713952,22.00073727,-1.557821699,0.163512656,0.305381816,-5.937771335,0.515156827,,,,,,,,,,,,
TBCB,-0.602834859,24.45242334,-2.389943688,0.048400339,0.135463327,-4.755701018,0.868178261,,,,,,,,,,,,
GSN,-0.60323241,26.52929431,-1.008913951,0.346822296,0.51055608,-6.579836767,0.291956548,,,,,,,,,,,,
PSMD4,-0.603323639,22.856995,-2.084235668,0.075870792,0.182356115,-5.205200333,0.739079669,,,,,,,,,,,,
RPS6KB1,-0.60335903,19.98616543,-1.549923295,0.165371115,0.307672554,-5.948101565,0.511911244,,,,,,,,,,,,
JUP,-0.603400391,24.59073533,-2.606543604,0.035290648,0.112364926,-4.433565733,0.949369229,,,,,,,,,,,,
UBE2O,-0.603628213,23.40326604,-2.335655833,0.052411461,0.143329989,-4.836146087,0.843662932,,,,,,,,,,,,
TMEM102,-0.603918483,14.4543463,-1.635174551,0.14630752,0.283212415,-5.835318984,0.547887712,,,,,,,,,,,,
ASIC1,-0.604308016,20.69514473,-1.563770832,0.162125595,0.304128712,-5.929973964,0.516942578,,,,,,,,,,,,
