PG.ProteinGroups,PG.Genes,ConditionNorm_N40_N_2,ConditionNorm_N40_N_3,ConditionNorm_N40_N_4,ConditionNorm_N40_N_5,ConditionNorm_N41_N_1,ConditionNorm_N41_N_2,ConditionNorm_N41_N_3,ConditionNorm_N41_N_4,ConditionNorm_N41_N_5,MedianConditionNormN40N,MedianConditionNormN41N,logFC,AveExpr,t,P.Value,adj.P.Val,B,mass,neglog(adj.P.Val),TotalPeptidesOverallInGene,LAMP Assoc
P62753,RPS6,0.084454397,0.078902151,0.079400398,0.097516616,0.13783253,0.144978094,0.14518846,0.146561593,0.139084583,0.081927397,0.144978094,-0.058571779,0.11435428,-12.61848693,9.01E-06,0.000288369,3.681758152,"28,681",3.540052039,12,1
P10321,HLA-C,1.329870738,1.353902734,1.309805991,1.392445484,1.9836333,1.829852048,1.88338715,1.804785979,1.802412159,1.341886736,1.829852048,-0.528908383,1.610960428,-12.60069941,9.09E-06,0.0002899,3.671839803,"40,649",3.537752042,2,1
Q9BWL3,C1orf43,0.17619959,0.143486089,0.292292969,0.04890548,0.865852364,0.893838394,0.799708002,0.800179881,1.132216521,0.159842839,0.865852364,-0.674673628,0.502557846,-12.5626473,9.26E-06,0.000294374,3.650577151,"28,779",3.531100715,3,1
O75718,CRTAP,0.110210173,0.081699756,0.11274846,0.111892304,0.217469152,0.241575934,0.242727499,0.257410468,0.257497959,0.111051239,0.242727499,-0.13565809,0.171966718,-12.55413739,9.30E-06,0.000294601,3.645813639,"46,562",3.530765605,16,1
P30050,RPL12,0.143571169,0.139499347,0.148752784,0.142870047,0.1849311,0.196880712,0.184208741,0.195159686,0.194854254,0.143220608,0.194854254,-0.046621723,0.166984198,-12.40075622,1.00E-05,0.00030842,3.559427669,"17,819",3.510857326,9,1
P36871,PGM1,0.159318607,0.166650067,0.160940728,0.136174431,0.236055213,0.249984174,0.248682041,0.250798141,0.254633038,0.160129667,0.249984174,-0.090608934,0.201075425,-12.35472613,1.03E-05,0.000313525,3.533305477,"61,449",3.503728217,34,1
P53350,PLK1,1.458880674,1.590438902,1.392732494,1.622104329,2.234366943,2.158690987,2.172140119,2.211761443,2.140407944,1.524659788,2.172140119,-0.678200773,1.855139486,-12.31953687,1.05E-05,0.000314955,3.513273308,"68,255",3.501751735,19,1
P84022,SMAD3,0.454234396,0.411026785,0.396942107,0.415238144,0.646442039,0.617086814,0.597783966,0.601541163,0.606743282,0.413132464,0.606743282,-0.196353138,0.517536927,-12.29087777,1.06E-05,0.000316375,3.496918542,"48,081",3.499797869,6,1
P31350,RRM2,1.950582393,1.955205428,1.962897916,1.938707332,2.370309283,2.586919682,2.521635511,2.498417234,2.437970141,1.95289391,2.498417234,-0.54247216,2.223084347,-12.28969401,1.06E-05,0.000316375,3.49624224,"44,878",3.499797869,15,1
Q06210,GFPT1,0.101647246,0.1090236,0.088468897,0.087690514,0.178170738,0.182794903,0.193547025,0.204201056,0.167993511,0.095058072,0.182794903,-0.092970866,0.143192997,-12.28436285,1.06E-05,0.000316375,3.493195676,"78,806",3.499797869,34,1
Q92499,DDX1,0.059489333,0.070678907,0.069122701,0.07261351,0.113128662,0.107514901,0.105437899,0.107080888,0.103885031,0.069900804,0.107080888,-0.040314475,0.08813335,-12.18563447,1.12E-05,0.000324323,3.436549197,"82,432",3.48902242,46,1
P55036,PSMD4,0.044029547,0.069049621,0.040244483,0.048322943,0.144948858,0.142028063,0.16675253,0.147757083,0.117911725,0.046176245,0.144948858,-0.099959985,0.100391641,-12.11259718,1.16E-05,0.000330398,3.394363966,"40,737",3.480962405,11,1
P35221,CTNNA1,0.547414884,0.515084351,0.53322267,0.551405753,0.690402805,0.699141695,0.739635723,0.739404963,0.687106471,0.540318777,0.699141695,-0.180364382,0.626964105,-12.09676616,1.17E-05,0.000331045,3.385188613,"100,071",3.480113579,34,1
Q9P2L0,WDR35,1.00E-07,0.002566903,1.00E-07,0.03916798,0.172212219,0.193150396,0.190318514,0.147736629,0.191446718,0.001283502,0.190318514,-0.165420669,0.093144105,-12.04634537,1.20E-05,0.000337641,3.355890161,"133,547",3.471544673,30,1
Q5TDH0,DDI2,0.028596105,0.007325314,0.010565039,0.004759773,0.114252115,0.147723604,0.138099112,0.158974171,0.166343687,0.008945176,0.147723604,-0.126950693,0.076286904,-11.99056243,1.24E-05,0.000344329,3.323341166,"44,523",3.463025953,13,1
P46783,RPS10,0.045006948,0.063771402,0.050413775,0.055995478,0.098986369,0.103401498,0.102644412,0.101706424,0.079546572,0.053204627,0.101706424,-0.047887775,0.077740788,-11.87159294,1.31E-05,0.000357593,3.253445342,"18,898",3.446611081,8,1
P61247,RPS3A,0.106749127,0.090477497,0.102355796,0.105768868,0.169951271,0.1823897,0.164404161,0.187541979,0.180329953,0.104062332,0.180329953,-0.074733956,0.1387048,-11.77100028,1.39E-05,0.000367907,3.193831714,"29,945",3.434261962,24,1
Q5T9L3,WLS,0.573523384,0.653995508,0.649121855,0.619110843,1.048450255,0.982773822,0.922288392,1.011153544,1.097017252,0.634116349,1.011153544,-0.367228606,0.8075522,-11.72419397,1.42E-05,0.000373373,3.165930421,"62,253",3.427857317,13,1
Q96MZ0,GDAP1L1,0.132040154,0.126387741,0.090528632,0.146152996,0.357186608,0.450844098,0.372103673,0.387201767,0.393927615,0.129213947,0.387201767,-0.268056656,0.257805709,-11.66843693,1.46E-05,0.000383142,3.132557356,"41,973",3.416640501,21,1
Q9NPA0,EMC7,0.235657656,0.244578328,0.240620286,0.260203114,0.371394324,0.332426064,0.354930887,0.357411989,0.358846518,0.242599307,0.357411989,-0.10877597,0.299652831,-11.63479272,1.49E-05,0.000387828,3.112347682,"26,471",3.411360521,8,1
Q13641,TPBG,0.239139354,0.292032446,0.252680543,0.22421548,0.468513904,0.53338299,0.473121969,0.520656905,0.521547212,0.245909948,0.520656905,-0.246901986,0.375467949,-11.62414999,1.50E-05,0.000387838,3.105943361,"46,032",3.411349704,8,1
Q15173,PPP2R5B,0.112255918,0.110657193,0.085859138,0.120646906,0.234860338,0.290176844,0.279790015,0.261517661,0.262664437,0.111456555,0.262664437,-0.159231426,0.186970502,-11.54983273,1.56E-05,0.000399008,3.06106953,"57,393",3.399018052,14,1
Q9UI30,TRMT112,0.220023265,0.258122434,0.254498873,0.261038637,0.422535249,0.393547454,0.446212811,0.403197529,0.415887388,0.256310653,0.415887388,-0.167952458,0.332397032,-11.53253006,1.57E-05,0.000400345,3.050583322,"14,199",3.397565937,6,1
P62857,RPS28,0.090782929,0.087057206,0.089388769,0.087992266,0.218232152,0.268513743,0.224419291,0.270860877,0.065282327,0.088690518,0.224419291,-0.156701223,0.167155904,-11.52807477,1.58E-05,0.000400345,3.047880834,"7,841",3.397565937,4,1
P62424,RPL7A,0.117461725,0.087446006,0.098199594,0.105704929,0.194746871,0.190121302,0.174823729,0.18811702,0.17590052,0.101952261,0.18811702,-0.084749167,0.144577647,-11.4563233,1.64E-05,0.000413134,3.004223522,"29,996",3.383909095,16,1
P30041,PRDX6,0.039236839,0.037158732,0.038466576,0.034448051,0.060104318,0.064951981,0.059709953,0.068034875,0.065456289,0.037812654,0.064951981,-0.025872732,0.050263916,-11.3873828,1.70E-05,0.000423164,2.962036396,"25,035",3.373490905,27,1
Q9NQ88,TIGAR,0.168065503,0.177573849,0.159992275,0.163219174,0.266438428,0.255983744,0.274089464,0.297627928,0.300757033,0.165642339,0.274089464,-0.10632219,0.220373796,-11.38574699,1.70E-05,0.000423164,2.961032506,"30,063",3.373490905,9,1
P07942,LAMB1,0.489453882,0.520154879,0.552665192,0.515360896,0.666388273,0.679315391,0.675972916,0.65941864,0.650976601,0.517757887,0.666388273,-0.150865093,0.594841258,-11.34347121,1.74E-05,0.000427467,2.935041526,"198,038",3.369097535,44,1
Q9NQC3,RTN4,1.00E-07,0.011459249,0.012619963,0.028575185,0.098908117,0.083861966,0.104179818,0.090206716,0.095935514,0.012039606,0.095935514,-0.08112553,0.053726389,-11.28903154,1.79E-05,0.000435146,2.901439573,"129,931",3.361365254,45,1
Q13889,GTF2H3,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.151406434,0.175227005,0.110161303,0.145632235,0.048624864,1.00E-07,0.145632235,-0.145606644,0.072803422,-11.19728968,1.89E-05,0.000451226,2.844472421,"34,378",3.345606285,5,1
Q86W42,THOC6,0.16783548,0.16902896,0.159737402,0.205992192,0.328001954,0.382972002,0.378938906,0.344072959,0.291960934,0.16843222,0.344072959,-0.182847947,0.267072482,-11.17606048,1.91E-05,0.000453384,2.83122864,"37,535",3.343533746,16,1
Q9BTT0,ANP32E,0.033148494,0.027553506,0.025443686,0.023463971,1.00E-07,1.00E-07,1.00E-07,0.004336935,0.000668574,0.026498596,1.00E-07,0.026318105,0.014243362,11.16820039,1.92E-05,0.000454181,2.82631924,"30,692",3.342770978,7,1
P20618,PSMB1,0.016980394,0.001307669,0.017091132,1.00E-07,0.078719993,0.105455872,0.092289351,0.106636694,0.074641877,0.009144031,0.092289351,-0.086930654,0.052310151,-11.09369879,2.00E-05,0.000467096,2.779626557,"26,489",3.330593937,13,1
Q5T5P2,KIAA1217,0.167304911,0.144768522,0.107945964,0.130070002,0.003109342,1.00E-07,0.007549018,1.00E-07,0.145852855,0.137419262,0.003109342,0.13485771,0.070093495,11.05128017,2.04E-05,0.000474258,2.752911934,"214,116",3.32398488,33,1
P62847,RPS24,0.112709497,0.106931756,0.106978333,0.116300199,0.161673052,0.159670884,0.180768845,0.171044952,0.166498983,0.109843915,0.166498983,-0.057559487,0.13950969,-11.0323736,2.07E-05,0.000477392,2.74097439,"15,423",3.321125276,6,1
P62140,PPP1CB,0.264892532,0.198668912,0.25932891,0.240031919,0.410153921,0.431907062,0.410316733,0.444637264,0.439102099,0.249680415,0.431907062,-0.183523177,0.332492157,-11.00677475,2.09E-05,0.00047762,2.7247813,"37,187",3.320917294,9,1
Q9BST9,RTKN,0.357021769,0.355148809,0.319738373,0.345344567,0.438863789,0.439256495,0.453174733,0.454352868,0.472215181,0.350246688,0.453174733,-0.102098592,0.395362676,-11.00478781,2.10E-05,0.00047762,2.723522975,"62,667",3.320917294,8,1
P63104,YWHAZ,0.04763449,0.063145604,0.069335461,0.064106499,0.126530706,0.13026041,0.121875241,0.142983472,0.090805733,0.063626051,0.126530706,-0.069356944,0.095733985,-10.97305581,2.13E-05,0.000483776,2.703398687,"27,745",3.315355389,14,1
Q9UNE7,STUB1,0.087666824,0.086141665,0.117908411,0.079957687,0.202373196,0.199217169,0.218962888,0.190197985,0.200931183,0.086904245,0.200931183,-0.109769163,0.147803228,-10.89559553,2.23E-05,0.000495546,2.654048063,"34,856",3.304916456,19,1
P27816,MAP4,0.07664039,0.07174446,0.068454253,0.070050727,0.106313201,0.096266605,0.104238609,0.105730914,0.090809097,0.070897594,0.104238609,-0.031414874,0.087429895,-10.84767917,2.29E-05,0.000504483,2.623358555,"121,005",3.2971531,64,1
P23396,RPS3,0.104945273,0.100297249,0.101408779,0.0960667,0.140023618,0.149805666,0.153122942,0.161503673,0.147506664,0.100853014,0.149805666,-0.050434474,0.125896738,-10.77035035,2.39E-05,0.000521897,2.573567756,"26,688",3.282415004,21,1
Q16706,MAN2A1,0.183462073,0.228934925,0.232312612,0.258101624,0.388396069,0.43004872,0.414499714,0.407189063,0.339628158,0.230623769,0.407189063,-0.184330583,0.3178681,-10.73185047,2.45E-05,0.000528484,2.548656099,"131,141",3.276967785,39,1
P06756,ITGAV,0.180580467,0.175666792,0.167472708,0.143755747,0.252190104,0.262112016,0.255199787,0.251719517,0.227803974,0.17156975,0.252190104,-0.088436428,0.211087142,-10.72318378,2.46E-05,0.000529867,2.543036978,"116,038",3.275832836,38,1
Q96HR3,MED30,0.1004522,0.107232791,0.093860173,0.079351982,0.020331155,0.021668317,0.005597857,1.00E-07,0.09903418,0.097156187,0.020331155,0.083324929,0.053561822,10.70704028,2.48E-05,0.000533534,2.532559113,"20,277",3.27283782,1,1
P60033,CD81,0.803397437,0.796714404,0.805118316,0.777799408,0.948974499,0.902102251,0.946180332,0.917787361,0.871218546,0.80005592,0.917787361,-0.13300372,0.862259251,-10.61339147,2.62E-05,0.00055427,2.471490603,"25,809",3.256278356,2,1
P13693,TPT1,0.189755737,0.167230407,0.182358175,0.194768598,0.263468654,0.289472248,0.276768824,0.297448895,0.288457277,0.186056956,0.288457277,-0.098261426,0.232658942,-10.6087441,2.63E-05,0.00055427,2.468447253,"19,595",3.256278356,9,1
Q9Y2Q9,MRPS28,0.026380745,0.030786265,0.000821879,0.032353097,0.180419031,0.147804295,0.198420835,0.213048713,0.179164173,0.028583505,0.180419031,-0.162337722,0.103754358,-10.57558761,2.68E-05,0.000560741,2.446699272,"20,843",3.251237508,6,1
Q9NRX2,MRPL17,0.060959521,0.049369926,0.047289354,0.058492438,0.115344827,0.103277704,0.102913954,0.09834775,0.090264787,0.053931182,0.102913954,-0.050943249,0.079499434,-10.56797437,2.69E-05,0.000560741,2.441696829,"20,050",3.251237508,10,1
Q9P0J0,NDUFA13,0.074398394,0.077238393,0.074862235,0.079022111,0.098857356,0.09551521,0.092055745,0.097022198,0.096306496,0.076050314,0.096306496,-0.019482344,0.086121455,-10.56100149,2.70E-05,0.000560741,2.437112268,"16,698",3.251237508,9,1
Q96A00,PPP1R14A,0.291609852,0.28596661,0.256834567,0.269001774,0.411901658,0.411360157,0.461799975,0.453684856,0.478432674,0.277484192,0.453684856,-0.158833461,0.355269931,-10.52887563,2.75E-05,0.000567457,2.415954341,"16,693",3.24606672,5,1
P24534,EEF1B2,0.078942738,0.067216512,0.085316516,0.074047459,0.126338026,0.140619463,0.130662573,0.145342807,0.114753245,0.076495098,0.130662573,-0.059359911,0.106060762,-10.49586854,2.80E-05,0.000574604,2.39415476,"24,764",3.240631306,8,1
Q9Y6T7,DGKB,0.094219781,0.29277433,0.349457988,0.185403995,0.873821974,0.880430163,0.95455603,1.052200295,0.60515369,0.239089162,0.880430163,-0.709788092,0.58535807,-10.44080734,2.89E-05,0.000589447,2.35765044,"90,595",3.229555426,4,1
Q8NCA5,FAM98A,0.105184655,0.121621302,0.128461432,0.108357634,0.202352713,0.231234498,0.197230719,0.207745576,0.212410136,0.114989468,0.207745576,-0.093734621,0.162773566,-10.39722176,2.97E-05,0.000599667,2.328630028,"55,401",3.222089529,8,1
Q71RC2,LARP4,0.371336867,0.285546882,0.302114485,0.301254468,0.565029258,0.6662648,0.585544746,0.619518605,0.583898397,0.301684476,0.585544746,-0.294026177,0.462076264,-10.3965095,2.97E-05,0.000599667,2.328154872,"80,596",3.222089529,18,1
Q8NBL1,POGLUT1,0.028279202,0.019913632,0.018343658,0.012684446,0.094602,0.093715355,0.106870944,0.075255674,0.068640693,0.019128645,0.093715355,-0.072805759,0.056208114,-10.32088642,3.11E-05,0.000616225,2.277537187,"46,189",3.210260501,17,1
Q14807,KIF22,1.303443605,1.249873644,1.351986807,1.358404367,1.764150264,1.800899999,1.642238724,1.768399744,1.703469885,1.327715206,1.764150264,-0.427995077,1.529924644,-10.29020347,3.16E-05,0.000622235,2.256903991,"73,262",3.206045879,28,1
Q9BYD3,MRPL4,0.047414916,0.057299706,0.0494604,0.081990071,0.153793425,0.151058011,0.136095772,0.153123038,0.126325749,0.053380053,0.151058011,-0.089476288,0.103779417,-10.2900505,3.16E-05,0.000622235,2.256800982,"34,919",3.206045879,11,1
P33176,KIF5B,0.050041114,0.071338257,0.071917155,0.086673126,0.149124801,0.171867934,0.156462676,0.168013196,0.137874307,0.071627706,0.156462676,-0.091374739,0.115679782,-10.27948837,3.18E-05,0.000624814,2.249685352,"109,685",3.204248953,54,1
Q9Y3B7,MRPL11,0.158539752,0.159129681,0.142436799,0.164769959,0.228910483,0.216547946,0.226970437,0.210458615,0.230704194,0.158834716,0.226970437,-0.064502822,0.188470459,-10.23086812,3.28E-05,0.000632137,2.216844794,"20,683",3.199188693,12,1
P62241,RPS8,0.130539395,0.131506572,0.136788194,0.139781348,0.163193412,0.162992547,0.15717007,0.163334199,0.165013415,0.134147383,0.163193412,-0.02701868,0.148163217,-10.22976987,3.28E-05,0.000632137,2.216101352,"24,205",3.199188693,13,1
P35613,BSG,0.141382445,0.13181452,0.15027438,0.151061968,0.208893894,0.211321415,0.235371413,0.216110385,0.218744578,0.145828413,0.216110385,-0.074290948,0.180778803,-10.19803681,3.34E-05,0.000637419,2.194589071,"42,200",3.195574832,14,1
P07339,CTSD,0.036170193,0.024245218,0.036355138,0.032426705,0.070181498,0.064648291,0.062948343,0.063188246,0.071135642,0.034298449,0.064648291,-0.032942281,0.048770454,-10.14714936,3.44E-05,0.000655285,2.159965409,"44,552",3.18356959,20,1
P55011,SLC12A2,0.436699414,0.461279712,0.454876166,0.419521943,0.561426979,0.575868797,0.550148032,0.590732307,0.605966769,0.44578779,0.575868797,-0.12644972,0.506319169,-10.1291868,3.48E-05,0.00065833,2.147706372,"131,447",3.1815564,43,1
P39656,DDOST,0.068576536,0.059698477,0.056709313,0.061447714,0.110829864,0.102419744,0.09461184,0.103696688,0.086261349,0.060573095,0.102419744,-0.041281524,0.082248772,-10.12575228,3.49E-05,0.000658344,2.145360161,"50,801",3.181546831,14,1
Q05086,UBE3A,1.00E-07,0.008153102,0.031270164,0.001330123,0.121719346,0.094742919,0.101564027,0.096270737,0.143010042,0.004741613,0.101564027,-0.093385885,0.056881315,-10.09034905,3.56E-05,0.00066872,2.121133462,"100,688",3.174755592,35,1
P55268,LAMB2,1.58841326,1.499464496,1.471681939,1.592990162,1.991222757,2.13949412,1.965675645,2.108734082,2.036947865,1.543938878,2.036947865,-0.513144187,1.794709558,-10.05284402,3.65E-05,0.000676896,2.095384957,"195,981",3.169478365,31,1
Q12907,LMAN2,1.00E-07,1.00E-07,1.00E-07,0.001094867,0.065405356,0.094666064,0.100797286,0.108926867,0.028345696,1.00E-07,0.094666064,-0.092175102,0.046361343,-10.0377637,3.68E-05,0.000681737,2.08500746,"40,229",3.166383095,19,1
P35222,CTNNB1,0.910497478,0.932253027,0.916407162,0.895595923,1.111511891,1.068534306,1.04064819,1.070505851,1.082973567,0.91345232,1.070505851,-0.159111662,0.993244228,-10.00299186,3.76E-05,0.000688955,2.061025821,"85,497",3.161808899,32,1
Q13217,DNAJC3,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.061909472,0.043347596,0.039780257,0.055264401,0.028546465,1.00E-07,0.043347596,-0.050075331,0.025037766,-9.985309809,3.80E-05,0.000691111,2.048802069,"57,580",3.160452455,17,1
P78330,PSPH,0.209889722,0.218092107,0.199844357,0.226509195,0.138651728,0.102345282,0.126995349,0.120129708,0.1340727,0.213990915,0.126995349,0.091553329,0.167807181,9.954177513,3.87E-05,0.000700453,2.027232807,"25,008",3.154621219,11,1
Q13418,ILK,0.264104643,0.268562583,0.235931763,0.255472541,0.350338481,0.331597783,0.33669995,0.331015057,0.348442885,0.259788592,0.33669995,-0.081394935,0.29671535,-9.869695088,4.08E-05,0.000719487,1.968395413,"51,419",3.142976934,24,1
O14745,SLC9A3R1,0.122141751,0.136973167,0.111415049,0.120248363,0.22186504,0.195926604,0.223291323,0.237424528,0.199754846,0.121195057,0.22186504,-0.096932291,0.171160728,-9.869445351,4.08E-05,0.000719487,1.968220818,"38,868",3.142976934,15,1
Q99707,MTR,0.177314536,0.170039385,0.157149871,0.165415754,0.231188891,0.233208684,0.223273982,0.214124415,0.218743163,0.167727569,0.223273982,-0.057969106,0.19646444,-9.846755886,4.13E-05,0.000726838,1.952341792,"140,527",3.13856242,42,1
Q9UBQ5,EIF3K,0.238078322,0.198277633,0.193373504,0.188391564,0.322445074,0.310384365,0.326979404,0.314398643,0.310817451,0.195825568,0.314398643,-0.114021616,0.261541064,-9.841057536,4.15E-05,0.000727963,1.948348718,"25,060",3.137890843,11,1
P13073,COX4I1,0.037567071,0.009911979,0.02822823,1.00E-07,0.106578468,0.110786342,0.097031245,0.112659232,0.046785715,0.019070104,0.106578468,-0.087836977,0.062845333,-9.838095532,4.16E-05,0.000727963,1.946272302,"19,577",3.137890843,11,1
P53794,SLC5A3,0.211172205,0.15515948,0.111348628,0.210381451,0.679544101,0.772763384,0.656475563,0.904918953,0.774309454,0.182770466,0.772763384,-0.581410059,0.462720471,-9.806303882,4.24E-05,0.000738153,1.923950603,"79,694",3.131853856,6,1
Q9P021,CRIPT,0.518244413,0.481467552,0.482345087,0.520571281,0.941841775,0.963024632,0.80935449,1.021088232,0.94935339,0.50029475,0.94935339,-0.433170199,0.717242183,-9.73402104,4.43E-05,0.000760632,1.872958002,"11,216",3.118825264,1,1
P82932,MRPS6,0.246727647,0.248994104,0.260356739,0.288949845,0.376953812,0.371145553,0.350550305,0.369085676,0.400670619,0.254675421,0.371145553,-0.105676753,0.31409546,-9.698336778,4.53E-05,0.000769194,1.847659823,"14,227",3.11396423,7,1
Q14240,EIF4A2,0.183952753,0.140706112,0.144663988,0.158980893,0.27309515,0.249570595,0.265610823,0.25548767,0.232693779,0.15182244,0.25548767,-0.103865123,0.209008498,-9.671959995,4.61E-05,0.000774937,1.8289069,"46,402",3.110733863,14,1
Q14019,COTL1,0.028089374,0.028023665,0.059090347,0.042204624,0.288561475,0.235066313,0.296522086,0.204403549,0.140379394,0.035146999,0.235066313,-0.216786353,0.147745179,-9.666876473,4.62E-05,0.000775945,1.825287482,"15,945",3.110168814,10,1
P12268,IMPDH2,0.041355666,0.051762826,0.069772744,0.049535573,0.146905956,0.143721777,0.122122625,0.125169026,0.137309311,0.050649199,0.137309311,-0.081373144,0.093793274,-9.644562897,4.69E-05,0.000784038,1.809380424,"55,805",3.105662821,31,1
P30279,CCND2,0.545749656,1.807691202,0.545814205,1.740541725,4.775880263,4.635941281,4.570877854,5.336406491,4.567756693,1.143177965,4.635941281,-3.669827275,2.994862835,-9.605060665,4.81E-05,0.000796565,1.781139569,"33,067",3.09877852,8,1
P20338,RAB4A,0.007255556,0.02184532,0.056070826,0.014819707,0.146176221,0.14548927,0.121178083,0.138587303,0.103298593,0.018332513,0.138587303,-0.112859867,0.081427786,-9.521370939,5.07E-05,0.000816679,1.720966836,"24,390",3.087948357,11,1
P36897,TGFBR1,0.976250022,1.076055297,1.218932179,1.182368715,1.832436717,1.698668963,1.975627305,1.902189216,1.717658812,1.129212006,1.832436717,-0.738828997,1.482816052,-9.493812543,5.16E-05,0.000826696,1.701050033,"55,960",3.082654218,9,1
